incorrect,correct,#errors,data_source
राजस्थान में ऊंट सफारी करने को गया था थार रेगिस्तान में जो बहुत रोमांचक अनुभव था।,राजस्थान में ऊँट सफारी करने गया था थार रेगिस्तान में जो बहुत रोमांचक अनुभव था।,2,human
राखी का त्योहार में बहन अपना भाई को राखी बांधता है और मिठाई भी देता है।,राखी के त्योहार में बहन अपने भाई को राखी बाँधती है और मिठाई भी देती है।,4,human
मैंने मेरे पेरेंट्स से परमिशन ले ली है और वीकेंड ट्रिप पर जा रहा हूँ।,मैंने अपने माता-पिता से अनुमति ले ली है और सप्ताहांत यात्रा पर जा रहा हूँ।,4,human
राम उनको प्यार करता था लेकिन सीता उस प्यार को समझ नहीं पाई उस समय।,राम उसे प्यार करता था लेकिन सीता उस समय उस प्यार को समझ नहीं पाई।,2,human
इस अवसर पर सलिंद्र कुमार+ बलराज चौशाला+ रमेश कुमार+ वेद राज+ आजाद लोट+ सुभाष+ मनोज+ रिंकू+ सतीश सहित दर्जनों लोग मौजूद रहे हैं।,इस अवसर पर सलिंद्र कुमार+ बलराज चौशाला+ रमेश कुमार+ वेद राज+ आजाद लोट+ सुभाष+ मनोज+ रिंकू+ सतीश सहित दर्जनों लोग मौजूद रहे।,1,synthetic
आजकल मैं भारतीय फैमिली सिस्टम को समझने को कोशिश कर रहा हूँ यह बहुत टाइट बंधन है।,आजकल मैं भारतीय फैमिली सिस्टम को समझने की कोशिश कर रहा हूँ यह बहुत मज़बूत बंधन है।,2,human
प्रबंधक महोदय ने कर्मचारियों से कहा कि तुम सब समय पर काम पूरा करो।,प्रबंधक महोदय ने कर्मचारियों से कहा कि आप सब समय पर काम पूरा करें।,1,human
मंगोली+ भारत के उत्तराखण्ड राज्य के अन्तर्गत कुमाऊँ मण्डल के नैनीताल जिले का एक गाँव हैं नैनीताल तहसील में।,मंगोली+ नैनीताल तहसील में भारत के उत्तराखण्ड राज्य के अन्तर्गत कुमाऊँ मण्डल के नैनीताल जिले का एक गाँव है।,2,synthetic
बीजेपी संग गठबंधन की घोषणा करते हुए कहा कि यूपी में आगामी विधानसभा चुनाव बीजेपी और भासपा साथ मिलकर लड़ेंगी।,बीजेपी संग गठबंधन की घोषणा करते हुए कहा कि यूपी में आगामी विधानसभा चुनाव बीजेपी और भासपा साथ मिलकर लड़ेगी।,1,synthetic
भारत में हर राज्य का अपना भाषा और संस्कृति है जो मुझे बहुत दिलचस्प लगता है।,भारत में हर राज्य की अपनी भाषा और संस्कृति है जो मुझे बहुत दिलचस्प लगती है।,3,human
उपराष्ट्रपति बेल्जियम के ब्रुसेल्स में 12वें एएसईएम शिखर सम्मेलन के प्रथम पूर्ण सत्र को संबोधित कर रहे था।,उपराष्ट्रपति बेल्जियम के ब्रुसेल्स में 12वें एएसईएम शिखर सम्मेलन के प्रथम पूर्ण सत्र को संबोधित कर रहे थे।,1,synthetic
उसकी दो बहनें और एक भाई अमेरिका में रहता है और अच्छी नौकरी करता है।,उसकी दो बहनें और एक भाई अमेरिका में रहते हैं और अच्छी नौकरी करते हैं।,4,human
गीता के घर लौटने में किए गए प्रधानमंत्री श्री नवाज शरीफ प्रयासों के लिए उनका आभार व्‍यक्‍त किया।,गीता के घर लौटने में किए गए प्रधानमंत्री श्री नवाज शरीफ के प्रयासों के लिए उनका आभार व्‍यक्‍त किया।,1,synthetic
"उन्होंने कहा कि प्रणालीबद्ध योजना से बाढ़, सीवर और ड्रेनेज के अतिरिक्त जल को सूखाग्रस्त इलाकों में भेजने में मदद मिल सकती है।","उन्होंने कहा कि प्रणालीबद्ध योजना से बाढ़, सीवर और ड्रेनेज के अतिरिक्त जल को सूखाग्रस्त इलाक़ों में भेजने में मदद मिल सकती है।",1,synthetic
"महिला एकल वर्ग में जहां एक ओर सायना ने स्वर्ण पदक जीते, वहीं पी. वी. सिंधु को रजत पदक हासिल हुआ।","महिला एकल वर्ग में जहां एक ओर सायना ने स्वर्ण पदक जीता, वहीं पी. वी. सिंधु को रजत पदक हासिल हुआ।",1,synthetic
बैठक की अध्यक्षता आवास एïवं पर्यावरण विभाग के अतिरिक्त मुख्य सचिव और सीईसीबी के चेयरमैन एन बैजेंद्र कुमार ने की।,बैठक की अध्यक्षता आवास एवं पर्यावरण विभाग के अतिरिक्त मुख्य सचिव और सीईसीबी के चेयरमैन एन बैजेंद्र कुमार ने की।,1,synthetic
राधा और कृष्ण+ जो हमारे पड़ोस में रहता है+ वह कल हमारे घर आया था और हमें मिठाई दिया था।,राधा और कृष्ण+ जो हमारे पड़ोस में रहते हैं+ वे कल हमारे घर आए थे और हमें मिठाई दी थी।,3,human
उन्होंने स्वर्ण मंदिर+ अटारी सीमा+ जलियांवाला बाग+ कुरुक्षेत्र+ आनंदपुर साहेब+ पिंजौर गार्डन और विरासत-ए-खालसाआदि पंजाब और हरियाणा केउन स्थानों के बारे में चर्चा कीजिनका उन्होंने दौरा किया।,उन्होंने स्वर्ण मंदिर+ अटारी सीमा+ जलियांवाला बाग+ कुरुक्षेत्र+ आनंदपुर साहेब+ पिंजौर गार्डन और विरासत-ए-खालसाआदि पंजाब और हरियाणा केउन स्थानों के बारे में चर्चा कीजिनका उन्होंने दौरा किया।,1,synthetic
मैं ऐमज़न से किताब ऑर्डर करता हूँ क्योंकि घर तक डिलीवरी हो जाता है आसानी से।,मैं ऐमज़न से किताबें ऑर्डर करता हूँ क्योंकि घर तक डिलीवरी हो जाती है आसानी से।,2,human
यह शिक्षक छात्रों को बहुत अच्छा पढ़ाता है और हमेशा उनके भविष्य के बारे में सोचता रहता है।,यह शिक्षक छात्रों को बहुत अच्छा पढ़ाते हैं और हमेशा उनके भविष्य के बारे में सोचते रहते हैं।,2,human
पुलिस ने लोगों की शिकायत में अज्ञात लोगों के खिलाफ मुकदमा दर्ज कर लिया हैं।,पुलिस ने लोगों की शिकायत पर अज्ञात लोगों के खिलाफ मुकदमा दर्ज कर लिया है।,2,synthetic
वह हमेशा क्रिएटिव आइडियाज देता है।,वह हमेशा रचनात्मक विचार देता है।,2,human
कल मैं अपने दोस्त के साथ फिल्म देखने गया था और बहुत मजा आया था।,कल मैं अपने दोस्त के साथ फिल्म देखने गया था और बहुत मज़ा आया था।,1,human
मुझे लगता है तुम्हारा बात सही है। मैं गलत था।,मुझे लगता है तुम्हारी बात सही है। मैं गलत था।,1,human
खेलों के लिए स्थलों को तैयार करने के अन्य प्रबंध अंतिम चरण से हैं और उन्हें खेलों के लिए ठीक समय में तैयार कर लिया जाएगा।,खेलों के लिए स्थलों को तैयार करने के अन्य प्रबंध अंतिम चरण में हैं और उन्हें खेलों के लिए ठीक समय पर तैयार कर लिया जाएगा।,2,synthetic
तुम कौन सा राज्य से आए हो? मैं केरल से हूँ।,तुम किस राज्य से आए हो? मैं केरल से हूँ।,1,human
मैं गणेश चतुर्थी में मुंबई गया था देखने को जुलूस बहुत भीड़ था सड़क पर।,मैं गणेश चतुर्थी में मुंबई गया था जुलूस देखने के लिए सड़क पर बहुत भीड़ थी।,3,human
दो हिरणों पहाड़ी पर चढ़ रहा है और घास खा रहा है और पानी पी रहा है।,दो हिरण पहाड़ी पर चढ़ रहे हैं और घास खा रहे हैं और पानी पी रहे हैं।,3,human
कल मेरा साइंस का एक्सपेरिमेंट सफल हो गया था लैब में करते समय।,कल मेरे साइंस के एक्सपेरिमेंट सफल हो गए थे लैब में करते समय।,3,human
उस लड़के हमेशा अपने परिवार की मदद करते हैं और घर के सभी काम में हाथ बँटाते हैं।,वे लड़के हमेशा अपने परिवार की मदद करते हैं और घर के सभी काम में हाथ बँटाते हैं।,1,human
गुरुजी ने आशीर्वाद दिया और कहा कि तुम जीवन में बहुत उन्नति करो बेटा।,गुरुजी ने आशीर्वाद दिया और कहा कि आप जीवन में बहुत उन्नति करें बेटा।,2,human
कल मैं मिली था दोस्त को अपने हॉस्पिटल में।,मैं कल अपने दोस्त से अस्पताल में मिला था।,4,human
वित्त वर्ष 2019-20 (जनवरी+ 2020 तक) के दौरान 18.34 लाख मीट्रिक टन ताजे फल (सेब) घाटी से बाहर भेजा गए हैं।,वित्त वर्ष 2019-20 (जनवरी+ 2020 तक) के दौरान 18.34 लाख मीट्रिक टन ताजे फल (सेब) घाटी से बाहर भेजे गए हैं।,1,synthetic
मेरे तीन दोस्त विदेश में पढ़ रहा है और नए-नए अनुभव प्राप्त कर रहा है।,मेरे तीन दोस्त विदेश में पढ़ रहे हैं और नए-नए अनुभव प्राप्त कर रहे हैं।,4,human
सदा ही कल्पनाशील और साहसिक होने के कारण उन्होनें शीघ्र ही इसका तरीका ढूंढ निकाली।,सदा ही कल्पनाशील और साहसिक होने के कारण उन्होनें शीघ्र ही इसका तरीका ढूंढ निकाला।,1,synthetic
इस कमेटी में डॉ. आशावंत के अलावा+ परमजीत सिंह+ राजीव गोदारा+ एडवोकेट रमजान चौधरी+ बलजीत सिंह शामिल हैं+ रुपेंद्र कौर व धर्मबीर सिंह।,इस कमेटी में डॉ. आशावंत के अलावा+ परमजीत सिंह+ राजीव गोदारा+ एडवोकेट रमजान चौधरी+ बलजीत सिंह+ रुपेंद्र कौर व धर्मबीर सिंह शामिल हैं।,1,synthetic
"इसके अलावा, पर्यटन, उद्योग, शिक्षा और सूचना प्रौद्योगिकी समेत विभिन्न क्षेत्रों में नीतियां और विकास योजनाएं भी एक समान हैं।","इसके अलावा, पर्यटन, उद्योग, शिक्षा और सूचना प्रौद्योगिकी समेत विभिन्न क्षेत्रों में नीतियाँ और विकास योजनाएँ भी एक समान हैं।",2,synthetic
मेरे माता-पिता हर साल गर्मी की छुट्टी में पहाड़ों को जाते हैं और वहाँ एक महीना रहते हैं लेकिन इस साल कोरोना के कारण यात्रा रद्द करना पड़ा है और घर पर ही रहना पड़ेगा।,मेरे माता-पिता हर साल गर्मी की छुट्टी में पहाड़ों पर जाते हैं और वहाँ एक महीना रहते हैं लेकिन इस साल कोरोना के कारण यात्रा रद्द करनी पड़ी है और घर पर ही रहना पड़ेगा।,2,human
वह आदमी के पास एक बड़ा मकान है जिसमें कई कमरे हैं और उस के परिवार खुशी से रहता है।,उस आदमी के पास एक बड़ा मकान है जिसमें कई कमरे हैं और उसका परिवार खुशी से रहता है।,2,human
कई सारे पक्षियां आकाश में उड़ रहा था और अपना घोंसला ढूंढ रहा था।,कई सारे पक्षी आकाश में उड़ रहे थे और अपना घोंसला ढूंढ रहे थे।,3,human
उसका इंटरेस्ट म्यूजिक में है और वह गिटार प्रैक्टिस करता है रेगुलरली।,उसकी रुचि संगीत में है और वह नियमित रूप से गिटार का अभ्यास करता है।,5,human
आशा की जाती है कि इन सभी उपायों के चलते सेवा प्रदाता वीसीईएस का लाभ उठा सकेंगी।,आशा की जाती है कि इन सभी उपायों के चलते सेवा प्रदाता वीसीईएस का लाभ उठा सकेंगे।,1,synthetic
मैं स्पॉटिफाई पर हिंदी प्लेलिस्ट बनाया है अपना पसंदीदा गाना सुनने को।,मैंने स्पॉटिफाई पर हिंदी प्लेलिस्ट बनाई है अपने पसंदीदा गाने सुनने के लिए।,5,human
दस विद्यार्थियों को पुरस्कार दिया गया और उनकी तस्वीर अखबार में छपा जिससे वे प्रसिद्ध हो गया।,दस विद्यार्थियों को पुरस्कार दिए गए और उनकी तस्वीरें अखबार में छपीं जिससे वे प्रसिद्ध हो गए।,4,human
वह एक्सपीरियंस्ड ड्राइवर है।,वह अनुभवी चालक है।,2,human
निधिक कर्ज का भुगतान/वापसी जब व जैसे सरकार उचित समझती हो तब किया जाते हैं।,निधिक कर्ज का भुगतान/वापसी जब व जैसे सरकार उचित समझती हो तब किया जाता है।,1,synthetic
रमा अपना काम को पूरा करके टीवी देखने लगा और मुझे बुलाया।,रमा ने अपना काम पूरा करके टीवी देखने लगी और मुझे बुलाया।,3,human
सरोज और रमेश जो आगरा में रहता है+ वह हमें अगले महीने मिलने आएगा और कुछ दिन रुकेगा।,सरोज और रमेश जो आगरा में रहते हैं+ वे हमें अगले महीने मिलने आएंगे और कुछ दिन रुकेंगे।,3,human
उन पुस्तक में बहुत ज्ञानवर्धक जानकारी है और मैं इसे पढ़कर अपना ज्ञान बढ़ाने का प्रयास करता हूँ।,उस पुस्तक में बहुत ज्ञानवर्धक जानकारी है और मैं इसे पढ़कर अपना ज्ञान बढ़ाने का प्रयास करता हूँ।,1,human
मैं कल से अपना नया काम शुरू करूँगा और बहुत उत्साहित हूँ क्योंकि यह मेरा पसंदीदा क्षेत्र का काम है।,मैं कल से अपना नया काम शुरू करूँगा और बहुत उत्साहित हूँ क्योंकि यह मेरे पसंदीदा क्षेत्र का काम है।,1,human
इंदौर - उज्जैन शाखा लाइन अगस्त 1876 में खोले गया था और रेखा 1879-80 में पूरा किया गये,इंदौर - उज्जैन शाखा लाइन अगस्त 1876 में खोला गया था और रेखा 1879-80 में पूरा किया गया,1,synthetic
वह तुम्हारेको बुला रहा है क्योंकि उसे तुम्हारी मदद चाहिए अपने काम में।,वह तुम्हें बुला रहा है क्योंकि उसे अपने काम में तुम्हारी मदद चाहिए।,2,human
कल हमारा स्कूल में पेरेंट्स मीटिंग है इसलिए मम्मी पापा आएगा स्कूल।,कल हमारे स्कूल में पेरेंट्स मीटिंग है इसलिए मम्मी पापा आएँगे स्कूल।,2,human
तीन घरों बिक्री के लिए है और सभी अच्छी हालत में हैं।,तीन घर बिक्री के लिए हैं और सभी अच्छी हालत में हैं।,2,human
"भाजपा ने राज्यसभा में दो सीटें गवांयीं थी, जिनकी भरपाई उसने झारखंड और मणिपुर में एक-एक सीट जीतकर कर ली है।","भाजपा ने राज्यसभा में दो सीटें गंवाई थीं, जिनकी भरपाई उसने झारखंड और मणिपुर में एक-एक सीट जीतकर कर ली है।",1,synthetic
"उधर, उपराष्ट्रपति एम वेंकैया नायडू ने भी दशहरा (विजय दशमी) के अवसर पर नागरिकों को शुभकामनाएं दी।","उधर, उपराष्ट्रपति एम वेंकैया नायडू ने भी दशहरा (विजय दशमी) के अवसर पर नागरिकों को शुभकामनाएं दीं।",1,synthetic
दैनिक भास्‍कर में इंटरव्‍यू में डोवाल के रेफरेंस से लिखा गया+ 15 जनवरी को लाहौर में होने वाली इंडो-पाक सेक्रेटरी लेवल मीट कैंसिल कर दी गई है।,दैनिक भास्‍कर' में इंटरव्‍यू में डोवाल के हवाले से लिखा गया+ '15 जनवरी को लाहौर में होने वाली इंडो-पाक सेक्रेटरी लेवल मीट कैंसिल कर दी गई है।,1,synthetic
इसका प्रेरक सिद्धांत था+ राज्य और नागरिक के बीच एक सहमति अर्थात न्याय+ स्वतंत्रता तथा समानता के द्वारा पोषित सशक्त सार्वजनिक-निजी साझीदारी।,इसका प्रेरक सिद्धांत था+ राज्य और नागरिक के बीच एक सहमति अर्थात न्याय+ स्वतंत्रता तथा समानता के द्वारा पोषित सशक्त सार्वजनिक-निजी साझीदारी।,1,synthetic
भाजपा के एक उम्मीदवार के नामांकन वापिस लेने के बाद महाराष्ट्र में बड़ी राजनीतिक पार्टियों के छह उम्मीदवार निर्विरोध चुने गए थे।,भाजपा के एक उम्मीदवार के नामांकन वापिस लेने के बाद महाराष्ट्र में बड़ी राजनीतिक पार्टियों के छह उम्मीदवार निर्विरोध चुने गए।,1,synthetic
केएफसी से चिकन खाने को ऑर्डर किया था जो बहुत क्रिस्पी और स्वादिष्ट था।,केएफसी से चिकन खाने के लिए ऑर्डर किया था जो बहुत क्रिस्पी और स्वादिष्ट था।,1,human
जिसमें दोनों पक्षों की तरफ से एक दूसरे के खिलाफ केस दर्ज कराया गया था।,जिसमें दोनों पक्षों की तरफ से एक-दूसरे के खिलाफ केस दर्ज कराया गया था।,1,synthetic
मेरे पास सात पेनों हैं और मैंने तीन अपने भाई को दे दिए हैं।,मेरे पास सात पेन हैं और मैंने तीन अपने भाई को दे दिए हैं।,1,human
वह लड़की तेलुगु बोलती है लेकिन हिंदी भी जानता है।,वह लड़की तेलुगु बोलती है लेकिन हिंदी भी जानती है।,1,human
मेरे पास तीन अलग-अलग चाबियों हैं और तीनों अलग-अलग तालों के लिए हैं।,मेरे पास तीन अलग-अलग चाबियाँ हैं और तीनों अलग-अलग ताले के लिए हैं।,2,human
ओपो+ वीवो+ लेनोवो+ शिओमी ने भी भारत में अपने प्लांट्स शुरू किए हैं और इसकी वजह से भारत में स्मार्टफोन उत्पादन के बाजार में प्रतिस्पर्धा काफी बढ़ गया है।,ओपो+ वीवो+ लेनोवो+ शिओमी ने भी भारत में अपने प्लांट्स शुरू किए हैं और इसकी वजह से भारत में स्मार्टफोन उत्पादन के बाजार में प्रतिस्पर्धा काफी बढ़ गई है।,1,synthetic
मैंने मेरे भाई के साथ बाजार गया और हमने कई चीजों को खरीदा वहाँ से।,मैं अपने भाई के साथ बाजार गया और हमने वहाँ से कई चीजें खरीदीं।,3,human
वेजरेसिपीज ऐप से हिंदी वेजिटेरियन रेसिपी सीखने को कोशिश किया था जो हेल्दी और टेस्टी था।,वेजरेसिपीज ऐप से हिंदी वेजिटेरियन रेसिपी सीखने की कोशिश की थी जो हेल्दी और टेस्टी था।,2,human
अगर व्यक्ति पहले से ही इस देश में तो यह आवेदन पत्र किस प्रकार को प्रभावित करेगा?।,अगर व्यक्ति पहले से ही इस देश में तो यह आवेदन पत्र को किस प्रकार प्रभावित करेगा?।,1,synthetic
सिक्किम में याक सफारी करने को गया था जो बहुत अनोखा और रोमांचक अनुभव था मेरे लिए।,सिक्किम में याक सफारी करने गया था जो मेरे लिए बहुत अनोखा और रोमांचक अनुभव था।,2,human
श्री यादव 4 महीने के एक बच्चे के लिए दूध पहुंचाने के लिए ट्रेन के पीछे भागे और उन्‍होंने कर्तव्यनिष्ठ भावना का प्रदर्शन किया।,श्री यादव 4 महीने के एक बच्चे के लिए दूध पहुंचाने के लिए ट्रेन के पीछे भागे और उन्होंने कर्तव्यनिष्ठ भावना का प्रदर्शन किया।,1,synthetic
साथ ही ग्राहकों को फ्लिपकार्ट एक्सिस बैंक बज के क्रेडिट कार्ड से पेमेंट करने पर पांच का डिस्काउंट दिया जाएगा।,साथ ही ग्राहकों को फ्लिपकार्ट एक्सिस बैंक बज़ के क्रेडिट कार्ड से पेमेंट करने पर पांच प्रतिशत का डिस्काउंट दिया जाएगा।,2,synthetic
मेरा बहन और भाई अमरीका में रहता है और वहां काम करता है और कई सालों से वहीं बसे हुए हैं।,मेरी बहन और भाई अमरीका में रहते हैं और वहां काम करते हैं और कई सालों से वहीं बसे हुए हैं।,3,human
अध्यापक महोदय ने कहा कि तुम लोग अध्ययन में मन लगाओ और सफल बनो।,अध्यापक महोदय ने कहा कि आप लोग अध्ययन में मन लगाएँ और सफल बनें।,2,human
सरकार विदेशी बाजारों में विदेशी मुद्रा में अपना सकल उधारी कार्यक्रम का एक हिस्‍से को बढ़ाना शुरू करेगी।,सरकार विदेशी बाजारों में विदेशी मुद्रा में अपने सकल उधारी कार्यक्रम के एक हिस्‍से को बढ़ाना शुरू करेगी।,2,synthetic
उन बच्चा अपने माता-पिता का बहुत आज्ञाकारी है और हमेशा उनकी बात मानकर काम करता है।,वह बच्चा अपने माता-पिता का बहुत आज्ञाकारी है और हमेशा उनकी बात मानकर काम करता है।,1,human
सभी मंत्री और सचिव साथ मिलकर बैठक में भाग लिया और महत्वपूर्ण निर्णय लिए।,सभी मंत्रियों और सचिवों ने साथ मिलकर बैठक में भाग लिया और महत्वपूर्ण निर्णय लिए।,1,human
कादर खान 1982 और 1993 में बेस्ट डायलॉग के लिए फिल्म फेयर जीते चुके था।,कादर खान 1982 और 1993 में बेस्ट डायलॉग के लिए फिल्म फेयर जीत चुके थे।,2,synthetic
जर्मनी में गैर-जरूरी दुकानें+ स्कूल और रेस्तरां बंद हैं और सख्त संपर्क प्रतिबंध लागू हैं।,जर्मनी में गैर-जरूरी दुकानें+ स्कूल और रेस्तरां बंद हैं और सख्त संपर्क प्रतिबंध लागू हैं।,2,synthetic
पैनल का दो अन्य सदस्य पूर्व महिला कप्तान शांता रंगास्वामी और पूर्व सलामी बल्लेबाज अंशुमान गायकवाड़ हैं।,पैनल के दो अन्य सदस्य पूर्व महिला कप्तान शांता रंगास्वामी और पूर्व सलामी बल्लेबाज अंशुमान गायकवाड़ हैं।,2,synthetic
इस मौके पर विद्यार्थियों की तरफ से सांस्कृतिक कार्यक्रम पेश कर उपस्थित छात्र-छात्राओं व शिक्षकों की खूब वाहवाही लूटी गई।,इस मौके पर विद्यार्थियों की तरफ से सांस्कृतिक कार्यक्रम पेश कर उपस्थित छात्र-छात्राओं व शिक्षकों की खूब वाहवाही लूटी।,1,synthetic
पुलिस के अलावा एफएसएल की टीम मौके पर पहुंची और घटनास्‍थल से साक्ष्‍य जुटाए है।,पुलिस के अलावा एफएसएल की टीम मौके पर पहुंची और घटनास्‍थल से साक्ष्‍य जुटाए हैं।,1,synthetic
हमारे घर के पास जो पेड़ है उस पर बहुत सारे पंछी आकर बैठता है रोज़।,हमारे घर के पास जो पेड़ है उस पर बहुत सारे पंछी आकर बैठते हैं रोज़।,1,human
