incorrect,correct,#errors,data_source
मेरा मित्र कल अमेरिका से वापस आएगा और मैं उसे एयरपोर्ट को लेने जाऊँगा।,मेरा मित्र कल अमेरिका से वापस आएगा और मैं उसे एयरपोर्ट से लेने जाऊँगा।,1,human
गाँव के मुखिया और पंच सभी मिलकर फैसला किया और लोगों को बताया उसके बारे में।,गाँव के मुखिया और पंचों ने सभी मिलकर फैसला किया और लोगों को उसके बारे में बताया।,2,human
वह कल सुबह यहाँ आता है और हमारे साथ नाश्ता करता है फिर ऑफिस जाता है।,वह कल सुबह यहाँ आएगा और हमारे साथ नाश्ता करेगा फिर ऑफिस जाएगा।,1,human
मंत्री और सचिव+ जो कल दिल्ली गया था+ वह आज लौटा है और सभी से मिलना चाहता है।,मंत्री और सचिव+ जो कल दिल्ली गए थे+ वे आज लौटे हैं और सभ से मिलना चाहते हैं।,3,human
कल हमारे डिपार्टमेंट का ओरिएंटेशन प्रोग्राम है और न्यू स्टूडेंट्स को कैंपस टूर भी मिलेगा।,कल हमारे विभाग का अभिविन्यास कार्यक्रम है और नए छात्रों को परिसर भ्रमण भी मिलेगा।,4,human
वह सारा दिन टीवी देखता रहा और कोई काम नहीं किया।,वह सारा दिन टीवी देखता रहा और कोई काम नहीं किया।,1,human
चार हफ्तों का समय हमें दिया गया है यह काम पूरा करने के लिए।,चार हफ्ते का समय हमें दिया गया है यह काम पूरा करने के लिए।,1,human
हमारे गाँव का स्कूल बहुत छोटा है लेकिन वहाँ का शिक्षक बच्चों को बहुत प्रेम से पढ़ाता है।,हमारे गाँव का स्कूल बहुत छोटा है लेकिन वहाँ के शिक्षक बच्चों को बहुत प्रेम से पढ़ाते हैं।,2,human
मेरे दोस्त और उनकी पत्नी दोनों दिल्ली में रहता है और नौकरी करता है।,मेरे दोस्त और उनकी पत्नी दोनों दिल्ली में रहते हैं और नौकरी करते हैं।,4,human
मैं पानी को पीता हूँ हर सुबह खाली पेट स्वास्थ्य के लिए।,मैं पानी पीता हूँ हर सुबह खाली पेट स्वास्थ्य के लिए।,1,human
ज़ोमैटो से खाना ऑर्डर किया था लेकिन डिलीवरी बॉय गलत पता पर चला गया खाना लेकर।,ज़ोमैटो से खाना ऑर्डर किया था लेकिन डिलीवरी बॉय गलत पते पर चला गया खाना लेकर।,1,human
मेरे पास सात पेनों है जिनमें से तीन नीले रंग के हैं।,मेरे पास सात पेन हैं जिनमें से तीन नीले रंग के हैं।,1,human
पाँच मिनटों का समय बचा है+ जल्दी से काम खत्म कर लो।,पाँच मिनट का समय बचा है+ जल्दी से काम खत्म कर लो।,1,human
मैं अपनी नौकरी को छोड़ दिया क्योंकि मुझे वहाँ अच्छा नहीं लगता था।,मैंने अपनी नौकरी छोड़ दी क्योंकि मुझे वहाँ अच्छा नहीं लगता था।,2,human
जो दो डॉक्टर और एक नर्स यहां काम करता है+ वह रात में भी अस्पताल में रहता है।,जो दो डॉक्टर और एक नर्स यहां काम करते हैं+ वे रात में भी अस्पताल में रहते हैं।,2,human
मेरे पिता ने दो गाड़ियों खरीदी हैं और हमें एक दे दी है।,मेरे पिता ने दो गाड़ियाँ खरीदी हैं और हमें एक दे दी है।,1,human
अध्यापक और प्रधानाचार्य+ जो हमारे स्कूल का गौरव है+ वह आज एक महत्वपूर्ण सभा में गया है।,अध्यापक और प्रधानाचार्य+ जो हमारे स्कूल का गौरव हैं+ वे आज एक महत्वपूर्ण सभा में गए हैं।,2,human
मेरे पिता और चाचा+ जो व्यापार में साझेदार है+ वह आज एक महत्वपूर्ण बैठक में गया है।,मेरे पिता और चाचा+ जो व्यापार में साझेदार हैं+ वे आज एक महत्वपूर्ण बैठक में गए हैं।,2,human
मेरे पास दो कारों थे पर मैंने एक बेच दिया अपने मित्र को।,मेरे पास दो कारें थीं पर मैंने एक बेच दिया अपने मित्र को।,1,human
भारत में हर राज्य का अपना भाषा और संस्कृति है जो मुझे बहुत दिलचस्प लगता है।,भारत में हर राज्य की अपनी भाषा और संस्कृति है जो मुझे बहुत दिलचस्प लगती है।,3,human
सरोज और रमेश जो आगरा में रहता है+ वह हमें अगले महीने मिलने आएगा और कुछ दिन रुकेगा।,सरोज और रमेश जो आगरा में रहते हैं+ वे हमें अगले महीने मिलने आएंगे और कुछ दिन रुकेंगे।,3,human
मैं ऑफिस जाता हूँ और शाम को वापस आता हूँ फिर अपने परिवार से मिलता हूँ।,मैं ऑफिस जाऊँगा और शाम को वापस आऊँगा फिर अपने परिवार से मिलूँगा।,1,human
मैं कर्नाटक का शास्त्रीय संगीत सुनने को गया था और सितार का आवाज़ बहुत मधुर लगा।,मैं कर्नाटक का शास्त्रीय संगीत सुनने गया था और सितार की आवाज़ बहुत मधुर लगी।,3,human
आने वाला हफ्ता बहुत व्यस्त हो जाएगा क्योंकि हमें अपने परीक्षा को तैयारी करना पड़ेगा।,आने वाला हफ्ता बहुत व्यस्त हो जाएगा क्योंकि हमें अपनी परीक्षा की तैयारी करनी पड़ेगी।,3,human
जैसे ही तुम घर पहुँचते हो+ मुझे फोन करते हो और मैं आता हूँ तुम्हारे पास।,जैसे ही तुम घर पहुँचोगे+ मुझे फोन करना और मैं तुम्हारे पास आऊँगा।,1,human
हमारे पास कई किताबों है जिन्हें हम अध्ययन के लिए उपयोग करते हैं।,हमारे पास कई किताबें हैं जिन्हें हम अध्ययन के लिए उपयोग करते हैं।,1,human
मैं एक के सेमिनार में गया।,मैं एक संगोष्ठी में गया।,2,human
वह फल खरीदा और घर लेकर आया सबके लिए।,उसने फल खरीदे और घर लेकर आया सबके लिए।,2,human
बच्चे का पढ़ाई का खर्च बहुत बढ़ गया है। ट्यूशन फीस भी महंगा है।,बच्चे की पढ़ाई का खर्च बहुत बढ़ गया है। ट्यूशन फीस भी महंगी है।,2,human
तीन नदियों यहाँ से बहती है और सभी समुद्र में मिलती है।,तीन नदियाँ यहाँ से बहती हैं और सभी समुद्र में मिलती हैं।,2,human
प्रोफेसर ने छात्रों से कहा कि तुम सब अपना असाइनमेंट समय पर जमा करो।,प्रोफेसर ने छात्रों से कहा कि आप सब अपना असाइनमेंट समय पर जमा करें।,2,human
हमारे बगीचे में कई फूलों खिला हुआ है और सभी सुंदर दिख रहे हैं।,हमारे बगीचे में कई फूल खिले हुए हैं और सभी सुंदर दिख रहे हैं।,2,human
यह पुस्तक मेरे को दीजिए और मैं इसे ध्यान से पढ़ूंगा अपने समय पर।,यह पुस्तक मुझे दीजिए और मैं अपने समय पर इसे ध्यान से पढ़ूंगा।,1,human
मेरे पिता के पास सात गायों हैं और वे हर दिन दूध देती हैं।,मेरे पिता के पास सात गायें हैं और वे हर दिन दूध देती हैं।,1,human
तुम कौन सा विषय पसंद करता है और तुम कौन सी किताब पढ़ता है और कैसे अध्ययन करता है?।,तुम कौन सा विषय पसंद करते हो और तुम कौन सी किताब पढ़ते हो और कैसे अध्ययन करते हो?,3,human
हरियाणवी कढ़ी पकौड़ा खाने को गुड़गाँव गया था जो बहुत गाढ़ा और खट्टा मीठा था।,हरियाणवी कढ़ी पकौड़े खाने गुड़गाँव गया था जो बहुत गाढ़े और खट्टे मीठे थे।,4,human
मैं हर रविवार अपना पूरा परिवार के साथ मंदिर जाता हूँ और प्रार्थना करता हूँ फिर बाज़ार जाकर सब्जी खरीदता हूँ और घर आकर सबके साथ भोजन करता हूँ।,मैं हर रविवार अपने पूरे परिवार के साथ मंदिर जाता हूँ और प्रार्थना करता हूँ फिर बाज़ार जाकर सब्जियाँ खरीदता हूँ और घर आकर सबके साथ भोजन करता हूँ।,3,human
मामाजी और मामीजी आज शाम हमारे घर आएगा और रात का खाना खाकर जाएगा।,मामाजी और मामीजी आज शाम हमारे घर आएंगे और रात का खाना खाकर जाएंगे।,1,human
रमा अपना काम को पूरा करके टीवी देखने लगा और मुझे बुलाया।,रमा ने अपना काम पूरा करके टीवी देखने लगी और मुझे बुलाया।,3,human
भगवान कृष्ण ने अर्जुन से कहा कि तुम अपना कर्तव्य निभाओ और युद्ध करो।,भगवान कृष्ण ने अर्जुन से कहा कि आप अपना कर्तव्य निभाएँ और युद्ध करें।,2,human
राम ने अपने पिता से पैसे लिया और उनसे मार्केट में कुछ सामान खरीदा।,राम ने अपने पिता से पैसे लिए और उनसे मार्केट में कुछ सामान खरीदा।,1,human
सोशल डिस्टेंसिंग के नाम पर रेस्टोरेंट में टेबल कम रखते थे जिससे वेटिंग टाइम बढ़ जाता था।,शारीरिक दूरी के नाम पर भोजनालय में मेज़ कम रखते थे जिससे प्रतीक्षा समय बढ़ जाता था।,4,human
यह लड़के हमेशा समय पर स्कूल आता है और अपना सारा काम पूरा करके घर जाता है।,ये लड़के हमेशा समय पर स्कूल आते हैं और अपना सारा काम पूरा करके घर जाते हैं।,3,human
मैंने पाँच फिल्मों देखी हैं इस हफ्ते और सभी अच्छी थीं।,मैंने पाँच फिल्में देखी हैं इस हफ्ते और सभी अच्छी थीं।,1,human
तुम कब वापस आता है अपनी यात्रा से? हम तुम्हारा इंतज़ार कर रहे हैं।,तुम कब वापस आओगे अपनी यात्रा से? हम तुम्हारा इंतज़ार कर रहे हैं।,1,human
रोहन अपना गृहकार्य पूरा किया और अब वह बाहर खेलने जा रहा है।,रोहन ने अपना गृहकार्य पूरा किया और अब वह बाहर खेलने जा रहा है।,1,human
उसका नाना बहुत बुजुर्ग हैं लेकिन अभी भी अपना बगीचे की देखभाल करते हैं।,उसके नाना बहुत बुजुर्ग हैं लेकिन अभी भी अपने बगीचे की देखभाल करते हैं।,2,human
माँ और बेटी+ जो बाजार गया था+ वह अभी तक लौटा नहीं है और फोन भी नहीं उठा रहा है।,माँ और बेटी+ जो बाजार गईं थीं+ वे अभी तक लौटी नहीं हैं और फोन भी नहीं उठा रही हैं।,3,human
तुम मेरे को कब मिलोगे? मैं तुम्हारा इंतजार कर रहा हूँ कई दिनों से।,तुम मुझे कब मिलोगे? मैं कई दिनों से तुम्हारा इंतजार कर रहा हूँ।,2,human
मुझे अपना क्लास में सब दोस्त बहुत पसंद है हम साथ खेलते हैं।,मुझे अपनी क्लास में सब दोस्त बहुत पसंद हैं हम साथ खेलते हैं।,2,human
भारतीय संगीत सुनना मुझे बहुत शांति देता है सितार का आवाज़ बहुत मधुर लगता है।,भारतीय संगीत सुनना मुझे बहुत शांति देता है सितार की आवाज़ बहुत मधुर लगती है।,2,human
मेरे पिता और चाचा दोनों सैनिक है और देश की सेवा करता है वीरता से।,मेरे पिता और चाचा दोनों सैनिक हैं और वीरता से देश की सेवा करते हैं।,2,human
मकान की छत पर पंछी ने घोंसला बनाया है और अब उसमें अंडे दे रहा है।,मकान की छत पर पंछी ने घोंसला बनाया है और अब उसमें अंडे दे रही है।,1,human
मैं तीन साल से हिंदी पढ़ता हूँ और मुझे यह भाषा बहुत पसंद है।,मैं तीन साल से हिंदी पढ़ रहा हूँ और मुझे यह भाषा बहुत पसंद है।,1,human
हमारे गांव के कई युवक शहर में नौकरी करता है और अपने परिवार का पालन करता है।,हमारे गांव के कई युवक शहर में नौकरी करते हैं और अपने परिवार का पालन करते हैं।,1,human
मैं पिछले पाँच साल से इस कंपनी में काम करता हूँ और मुझे यहाँ अच्छा लगता है।,मैं पिछले पाँच साल से इस कंपनी में काम कर रहा हूँ और मुझे यहाँ अच्छा लगता है।,1,human
कई विदेशी पर्यटक हमारे शहर आया था और यहां के दर्शनीय स्थलों का भ्रमण किया।,कई विदेशी पर्यटक हमारे शहर आए थे और यहां के दर्शनीय स्थलों का भ्रमण किया।,1,human
मैं पिछले साल भारत जाता हूँ और वहाँ कई ऐतिहासिक स्थान देखे।,मैं पिछले साल भारत गया था और वहाँ कई ऐतिहासिक स्थान देखे।,1,human
कल रात फेसबुक पर मेरा पुराना फोटो देखा था जो स्कूल के दिनों का था बहुत याद आया।,कल रात फेसबुक पर मेरी पुरानी फोटो देखी थी जो स्कूल के दिनों की थी बहुत याद आई।,5,human
मेरे पास दो पुरानी साइकिलों हैं जिन्हें मरम्मत करवानी है।,मेरे पास दो पुरानी साइकिलें हैं जिन्हें मरम्मत करवानी है।,1,human
इंस्टाकार्ट से सब्जी ऑर्डर करने को कोशिश किया था लेकिन मेरे एरिया में सर्विस नहीं था।,इंस्टाकार्ट से सब्जी ऑर्डर करने की कोशिश की थी लेकिन मेरे एरिया में सर्विस नहीं थी।,3,human
सरकारी अस्पताल में इलाज़ करवाने के लिए बहुत लंबा लाइन लगता है हर दिन।,सरकारी अस्पताल में इलाज़ करवाने के लिए बहुत लंबी लाइन लगती है हर दिन।,2,human
मेरी माँ ने आज बहुत स्वादिष्ट खानों को बनाया है जिसे सभी खाएंगे।,मेरी माँ ने आज बहुत स्वादिष्ट खाना बनाया है जिसे सभी खाएंगे।,2,human
तुम्हारा एड्रेस क्या है? मैं आपके घर आना चाहता हूँ।,तुम्हारा पता क्या है? मैं आपके घर आना चाहता हूँ।,1,human
हवा तेज़ चल रहा था इसलिए पेड़ की पत्तियाँ हिल रही थीं और पंछी उड़ नहीं पा रहे थे।,हवा तेज़ चल रही थी इसलिए पेड़ की पत्तियाँ हिल रही थीं और पंछी उड़ नहीं पा रहे थे।,1,human
वहाँ तीन घरों है जिनमें मेरे रिश्तेदार रहते हैं बहुत सालों से।,वहाँ तीन घर हैं जिनमें मेरे रिश्तेदार रहते हैं बहुत सालों से।,1,human
अनेक युवा इन दिनों विदेश जाकर पढ़ाई करता है और अनुभव प्राप्त करता है।,अनेक युवा इन दिनों विदेश जाकर पढ़ाई करते हैं और अनुभव प्राप्त करते हैं।,4,human
हमारा घर का पानी का टैंक लीक हो रहा है इसलिए प्लंबर को बुलाना पड़ेगा।,हमारे घर के पानी का टैंक लीक हो रहा है इसलिए प्लंबर को बुलाना पड़ेगा।,2,human
तुम कितना समय यहां रहता था जब तुम पिछली बार अपने दादा-दादी से मिलने आया था?।,तुम कितना समय यहां रहे थे जब तुम पिछली बार अपने दादा-दादी से मिलने आए थे?।,2,human
अस्पताल में भर्ती होने के लिए बहुत पैसा लगता है।,अस्पताल में भर्ती होने के लिए बहुत पैसे लगते हैं।,2,human
मैं उनसे को पूछा कि वे कब वापस आएँगे पर उन्होंने कुछ नहीं बताया।,मैंने उनसे पूछा कि वे कब वापस आएँगे पर उन्होंने कुछ नहीं बताया।,2,human
चार आमों खराब हो गया है और हमें उसको फेंकना पड़ेगा जिससे हमें बहुत दुख हो रहा है।,चार आम खराब हो गए हैं और हमें उन्हें फेंकना पड़ेगा जिससे हमें बहुत दुख हो रहा है।,3,human
वह आपका बेटा है जो अमेरिका में पढ़ता है और वहां एक कंपनी में नौकरी करता हैं।,वह आपका बेटा है जो अमेरिका में पढ़ता है और वहां एक कंपनी में नौकरी करता है।,1,human
आपका बेटा और बेटी दोनों बहुत होशियार है और पढ़ाई में अच्छा प्रदर्शन करता है।,आपके बेटा और बेटी दोनों बहुत होशियार हैं और पढ़ाई में अच्छा प्रदर्शन करते हैं।,2,human
कोरोना के कारण नौकरी चली गया। अब क्या करूँगा?,कोरोना के कारण नौकरी चली गई। अब क्या करूँगा?,1,human
आज बाज़ार में सब्जी बहुत महंगा मिल रहा था टमाटर अस्सी रुपया किलो बिक रहा था।,आज बाज़ार में सब्जी बहुत महंगी मिल रही थी टमाटर अस्सी रुपये किलो बिक रहे थे।,4,human
हमारे मकान की छत पर कबूतर ने अपना घोंसला बनाया है और अंडे दे दिया है।,हमारे मकान की छत पर कबूतर ने अपना घोंसला बनाया है और अंडे दिए हैं।,1,human
वह गर्ल बहुत टैलेंटेड है और डांसिंग कॉम्पिटिशन में पार्टिसिपेट करती है।,वह लड़की बहुत प्रतिभाशाली है और नृत्य प्रतियोगिता में भाग लेती है।,5,human
मेरी दादी हर दिन सुबह पूजा करता है और भगवान से सबकी खुशी की प्रार्थना करता है।,मेरी दादी हर दिन सुबह पूजा करती हैं और भगवान से सबकी खुशी की प्रार्थना करती हैं।,2,human
मैं ऑनलाइन हिंदी कोर्स जॉइन किया हूँ जो लाइव क्लास के साथ इंटरैक्टिव सेशन भी देता है।,मैं ऑनलाइन हिंदी कोर्स जॉइन किया हूँ जो लाइव क्लास के साथ इंटरैक्टिव सेशन भी देते हैं।,1,human
आज सुबह मैं ट्रेन पकड़ने के लिए स्टेशन गया लेकिन टिकट काउंटर पर इतनी भीड़ था कि आधा घंटे तक लाइन में खड़ा रहना पड़ा और फिर पता चला कि ट्रेन दो घंटे लेट है।,आज सुबह मैं ट्रेन पकड़ने के लिए स्टेशन गया लेकिन टिकट काउंटर पर इतनी भीड़ थी कि आधे घंटे तक लाइन में खड़ा रहना पड़ा और फिर पता चला कि ट्रेन दो घंटे देर से है।,3,human
बारिश के कारण सड़क पर जाम लग गया था इसलिए ऑफिस पहुँचने में दो घंटा लग गया।,बारिश के कारण सड़क पर जाम लग गया था इसलिए ऑफिस पहुँचने में दो घंटे लग गए।,2,human
वह वेरी जेंटल पर्सन है।,वह बहुत सभ्य व्यक्ति है।,3,human
जो किसान और उसकी पत्नी खेत में काम कर रहा है+ वह बहुत गरीब है लेकिन ईमानदार है।,जो किसान और उसकी पत्नी खेत में काम कर रहे हैं+ वे बहुत गरीब हैं लेकिन ईमानदार हैं।,2,human
प्रधानाचार्य ने छात्रों को बुलाया और कहा कि तुम सब खेल में भाग लो पूरे उत्साह से।,प्रधानाचार्य ने छात्रों को बुलाया और कहा कि आप सब पूरे उत्साह से खेल में भाग लें।,2,human
बच्चा स्कूल को जाता है और किताबों को पढ़ता है और अपने शिक्षकों से बहुत कुछ सीखता है।,बच्चा स्कूल जाता है और किताबें पढ़ता है और अपने शिक्षकों से बहुत कुछ सीखता है।,2,human
बरिस्ता में हॉट चॉकलेट पीने को गया था जो बहुत मीठा और गाढ़ा था।,बरिस्ता में हॉट चॉकलेट पीने गया था जो बहुत मीठी और गाढ़ी थी।,3,human
फ्लिपकार्ट पर किताब खरीदने को देखा था लेकिन डिलीवरी चार्ज अलग से लग रहा था।,फ्लिपकार्ट पर किताब खरीदने के लिए देखा था लेकिन डिलीवरी चार्ज अलग से लग रहा था।,1,human
अगर आप मुझे बुलाते हैं+ तो मैं जरूर आता हूँ और आपकी मदद करता हूँ हर संभव तरीके से।,अगर आप मुझे बुलाएँगे+ तो मैं जरूर आऊँगा और हर संभव तरीके से आपकी मदद करूँगा।,2,human
